GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Maven Compat,org.apache.maven.repository.legacy.resolver.conflict,DefaultConflictResolverFactory,30,0,0,0,6,0,3,0,3,0
Maven Compat,org.apache.maven.repository.legacy.resolver.conflict,DefaultConflictResolver,3,0,0,0,1,0,1,0,1,0
Maven Compat,org.apache.maven.repository.legacy.resolver.conflict,FarthestConflictResolver,0,12,0,2,0,2,0,3,0,2
Maven Compat,org.apache.maven.repository.legacy.resolver.conflict,OldestConflictResolver,3,19,0,2,2,4,0,3,0,2
Maven Compat,org.apache.maven.repository.legacy.resolver.conflict,NearestConflictResolver,0,12,0,2,0,2,0,3,0,2
Maven Compat,org.apache.maven.repository.legacy.resolver.conflict,NewestConflictResolver,3,19,0,2,2,4,0,3,0,2
Maven Compat,org.apache.maven.artifact.resolver.filter,TypeArtifactFilter,46,0,4,0,14,0,6,0,4,0
Maven Compat,org.apache.maven.artifact.resolver.filter,InversionArtifactFilter,46,0,6,0,13,0,7,0,4,0
Maven Compat,org.apache.maven.artifact.resolver.filter,OrArtifactFilter,26,48,4,4,7,15,4,6,2,4
Maven Compat,org.apache.maven.execution,DefaultRuntimeInformation,25,0,2,0,7,0,4,0,3,0
Maven Compat,org.apache.maven.project.interpolation,StringSearchModelInterpolator,69,0,2,0,20,0,7,0,6,0
Maven Compat,org.apache.maven.project.interpolation,AbstractStringBasedModelInterpolator,459,0,28,0,107,0,28,0,14,0
Maven Compat,org.apache.maven.project.interpolation,ModelInterpolator,4,0,0,0,1,0,1,0,1,0
Maven Compat,org.apache.maven.project.interpolation,RegexBasedModelInterpolator,15,0,0,0,7,0,4,0,4,0
Maven Compat,org.apache.maven.project.interpolation,PathTranslatingPostProcessor,41,0,6,0,10,0,5,0,2,0
Maven Compat,org.apache.maven.project.interpolation,ModelInterpolationException,58,0,0,0,14,0,6,0,6,0
Maven Compat,org.apache.maven.project.interpolation,AbstractStringBasedModelInterpolator.new AbstractValueSource() {...},23,0,0,0,2,0,2,0,2,0
Maven Compat,org.apache.maven.project.interpolation,AbstractStringBasedModelInterpolator.new AbstractValueSource() {...},23,0,4,0,4,0,4,0,2,0
Maven Compat,org.apache.maven.project.interpolation,AbstractStringBasedModelInterpolator.new AbstractValueSource() {...},26,0,4,0,4,0,4,0,2,0
Maven Compat,org.apache.maven.project.interpolation,StringSearchModelInterpolator.InterpolateObjectAction,483,0,80,0,120,0,46,0,6,0
Maven Compat,org.apache.maven.project.interpolation,BuildTimestampValueSource,39,0,8,0,9,0,6,0,2,0
Maven Compat,org.apache.maven.profiles.activation,DetectedProfileActivator,7,0,0,0,2,0,2,0,2,0
Maven Compat,org.apache.maven.profiles.activation,OperatingSystemProfileActivator,191,0,52,0,52,0,34,0,8,0
Maven Compat,org.apache.maven.profiles.activation,FileProfileActivator,115,0,14,0,26,0,11,0,4,0
Maven Compat,org.apache.maven.profiles.activation,SystemPropertyProfileActivator,113,0,22,0,31,0,15,0,4,0
Maven Compat,org.apache.maven.profiles.activation,JdkPrefixProfileActivator,105,0,14,0,22,0,14,0,7,0
Maven Compat,org.apache.maven.profiles.activation,ProfileActivationException,9,0,0,0,4,0,2,0,2,0
Maven Compat,org.apache.maven.profiles.activation,ProfileActivator,4,0,0,0,1,0,1,0,1,0
Maven Compat,org.apache.maven.profiles.io.xpp3,ProfilesXpp3Reader,1648,0,238,0,316,0,155,0,36,0
Maven Compat,org.apache.maven.profiles.io.xpp3,ProfilesXpp3Writer,753,0,92,0,145,0,60,0,14,0
Maven Compat,org.apache.maven.profiles.io.xpp3,ProfilesXpp3Reader.new ProfilesXpp3Reader.ContentTransformer() {...},5,0,0,0,2,0,2,0,2,0
Maven Compat,org.apache.maven.project.path,DefaultPathTranslator,264,153,43,19,56,36,31,8,2,6
Maven Compat,org.apache.maven.artifact.versioning,ManagedVersionMap,47,8,4,2,9,4,3,2,1,1
Maven Compat,org.apache.maven.repository.legacy.resolver.transform,ArtifactTransformation,4,0,0,0,1,0,1,0,1,0
Maven Compat,org.apache.maven.repository.legacy.resolver.transform,ReleaseArtifactTransformation,81,3,6,0,23,1,8,1,5,1
Maven Compat,org.apache.maven.repository.legacy.resolver.transform,DefaultArtifactTransformationManager,70,6,8,0,16,2,8,2,4,2
Maven Compat,org.apache.maven.repository.legacy.resolver.transform,SnapshotTransformation,220,7,22,0,52,2,18,2,7,2
Maven Compat,org.apache.maven.repository.legacy.resolver.transform,ArtifactTransformationManager,4,0,0,0,1,0,1,0,1,0
Maven Compat,org.apache.maven.repository.legacy.resolver.transform,AbstractVersionTransformation,149,3,16,0,30,1,11,1,3,1
Maven Compat,org.apache.maven.repository.legacy.resolver.transform,LatestArtifactTransformation,44,3,4,0,13,1,6,1,4,1
Maven Compat,org.apache.maven.profiles,MavenProfilesBuilder,4,0,0,0,1,0,1,0,1,0
Maven Compat,org.apache.maven.profiles,ProfilesRoot,67,0,4,0,23,0,13,0,11,0
Maven Compat,org.apache.maven.profiles,Repository,21,0,0,0,8,0,6,0,6,0
Maven Compat,org.apache.maven.profiles,DefaultMavenProfilesBuilder,71,0,2,0,19,0,3,0,2,0
Maven Compat,org.apache.maven.profiles,Profile,93,0,6,0,32,0,19,0,16,0
Maven Compat,org.apache.maven.profiles,RepositoryBase,50,0,2,0,19,0,11,0,10,0
Maven Compat,org.apache.maven.profiles,RepositoryPolicy,27,0,0,0,11,0,7,0,7,0
Maven Compat,org.apache.maven.profiles,DefaultProfileManager.new ModelProblemCollector() {...},17,9,2,0,3,1,2,1,1,1
Maven Compat,org.apache.maven.profiles,ActivationOS,31,0,0,0,13,0,9,0,9,0
Maven Compat,org.apache.maven.profiles,ProfilesConversionUtils,201,0,20,0,57,0,13,0,3,0
Maven Compat,org.apache.maven.profiles,DefaultProfileManager,97,172,12,8,24,39,18,7,9,6
Maven Compat,org.apache.maven.profiles,Activation,41,0,0,0,17,0,11,0,11,0
Maven Compat,org.apache.maven.profiles,ActivationProperty,17,0,0,0,7,0,5,0,5,0
Maven Compat,org.apache.maven.profiles,ActivationFile,17,0,0,0,7,0,5,0,5,0
Maven Compat,org.apache.maven.artifact.resolver,DebugResolutionListener,379,0,18,0,54,0,25,0,16,0
Maven Compat,org.apache.maven.artifact.resolver,UnresolvedArtifacts,21,0,0,0,8,0,4,0,4,0
Maven Compat,org.apache.maven.artifact.resolver,DefaultArtifactResolver,243,535,29,41,45,130,28,25,3,15
Maven Compat,org.apache.maven.artifact.resolver,DefaultArtifactResolver.ResolveTask,29,47,0,0,8,14,0,2,0,2
Maven Compat,org.apache.maven.artifact.resolver,DefaultArtifactResolver.new Executor() {...},9,0,0,0,3,0,2,0,2,0
Maven Compat,org.apache.maven.artifact.resolver,DefaultArtifactResolver.DaemonThreadCreator,0,37,0,0,0,7,0,3,0,3
Maven Compat,org.apache.maven.artifact.resolver,ArtifactResolver,4,0,0,0,1,0,1,0,1,0
Maven Compat,org.apache.maven.artifact.resolver,WarningResolutionListener,7,10,0,0,7,7,7,5,7,5
Maven Compat,org.apache.maven.artifact.resolver,DefaultArtifactCollector,0,3,0,0,0,1,0,1,0,1
Maven Compat,org.apache.maven.repository,MetadataGraphNode,87,0,14,0,22,0,13,0,6,0
Maven Compat,org.apache.maven.repository,UserLocalArtifactRepository,42,0,0,0,11,0,6,0,6,0
Maven Compat,org.apache.maven.repository,MetadataResolutionRequest,163,0,0,0,50,0,25,0,25,0
Maven Compat,org.apache.maven.repository,VersionNotFoundException,61,0,0,0,11,0,6,0,6,0
Maven Compat,org.apache.maven.repository,MetadataGraph,56,0,4,0,17,0,8,0,6,0
Maven Compat,org.apache.maven.repository,MavenArtifactMetadata,90,0,4,0,25,0,18,0,16,0
Maven Compat,org.apache.maven.repository,DefaultMirrorSelector,0,242,3,57,0,54,3,33,0,6
Maven Compat,org.apache.maven.repository,MetadataResolutionResult,353,0,40,0,87,0,54,0,34,0
Maven Compat,org.apache.maven.artifact.deployer,ArtifactDeploymentException,13,0,0,0,6,0,3,0,3,0
Maven Compat,org.apache.maven.artifact.deployer,ArtifactDeployer,0,4,0,0,0,1,0,1,0,1
Maven Compat,org.apache.maven.artifact.deployer,DefaultArtifactDeployer,132,125,15,7,22,26,11,3,1,2
Maven Compat,org.apache.maven.artifact.repository.layout,FlatRepositoryLayout,76,0,6,0,16,0,10,0,7,0
Maven Compat,org.apache.maven.project.inheritance,DefaultModelInheritanceAssembler,1105,0,215,0,285,0,127,0,19,0
Maven Compat,org.apache.maven.project.inheritance,ModelInheritanceAssembler,4,0,0,0,1,0,1,0,1,0
Maven Compat,org.apache.maven.project.validation,DefaultModelValidator.SimpleModelProblemCollector,17,0,2,0,6,0,3,0,2,0
Maven Compat,org.apache.maven.project.validation,DefaultModelValidator,26,0,0,0,7,0,2,0,2,0
Maven Compat,org.apache.maven.project.validation,ModelValidator,4,0,0,0,1,0,1,0,1,0
Maven Compat,org.apache.maven.project.validation,ModelValidationResult,83,0,4,0,16,0,10,0,8,0
Maven Compat,org.apache.maven.repository.legacy.resolver,DefaultLegacyArtifactCollector,425,815,60,106,100,193,51,51,2,11
Maven Compat,org.apache.maven.usability.plugin,ExpressionDocumentation,81,0,10,0,25,0,14,0,9,0
Maven Compat,org.apache.maven.usability.plugin,ExpressionDocumenter,232,0,20,0,38,0,15,0,5,0
Maven Compat,org.apache.maven.usability.plugin,ExpressionDocumentationException,9,0,0,0,4,0,2,0,2,0
Maven Compat,org.apache.maven.usability.plugin,Expression,92,0,4,0,34,0,21,0,19,0
Maven Compat,org.apache.maven.repository.legacy.repository,DefaultArtifactRepositoryFactory,93,35,5,7,21,10,11,4,7,2
